id,graph_density,graph_diameter,clustering_coeff,spectral_gap,assortativity,cliques,motifs,components,min_degree,max_degree,B0,B1,B2
1,0.27941176470588236,9,0.0,0.8933668366692196,-0.20634920634920678,2,"nan, nan, 27, 0",1,2,6,17,3,3
2,0.358974358974359,6,0.0,1.4937920334411814,-0.15068493150684958,2,"nan, nan, 19, 0",1,2,6,13,2,2
3,0.358974358974359,6,0.0,1.493792033441153,-0.15068493150684958,2,"nan, nan, 19, 0",1,2,6,13,2,2
4,0.2573099415204678,7,0.0,0.43817288701611545,0.06666666666666597,2,"nan, nan, 33, 0",1,2,6,19,4,3
5,0.4,5,0.0,1.5679980504083435,-0.5277777777777761,2,"nan, nan, 15, 0",1,2,6,11,1,1
6,0.16402116402116404,9,0.0,0.7541500833180343,-0.27572016460905296,2,"nan, nan, 48, 0",1,2,6,28,4,4
7,0.2833333333333333,9,0.0,0.6272920214578335,-0.3076923076923093,2,"nan, nan, 23, 0",1,2,6,16,2,2
8,0.23157894736842108,11,0.0,0.4423099065884948,-0.48076923076923084,2,"nan, nan, 32, 0",1,2,6,20,3,2
9,0.3939393939393939,6,0.0,0.8794003982400156,-0.3787878787878788,2,"nan, nan, 18, 0",1,2,6,12,2,1
10,0.27941176470588236,9,0.0,0.46709856089018587,-0.42176870748299256,2,"nan, nan, 28, 0",1,2,6,17,3,2
11,0.27941176470588236,7,0.0,1.2737432829685353,-0.05555555555555563,2,"nan, nan, 27, 0",1,2,6,17,3,3
12,0.2421052631578947,8,0.0,0.9829214651325255,-0.1442786069651763,2,"nan, nan, 35, 0",1,2,6,20,4,4
13,0.21645021645021648,8,0.0,0.5246916489231879,-0.1718750000000005,2,"nan, nan, 38, 0",1,2,6,22,4,3
14,0.358974358974359,6,0.0,0.9040621412235392,-0.40000000000000097,2,"nan, nan, 20, 0",1,2,6,13,2,1
15,0.2573099415204678,8,0.0,1.0541419098753888,-0.06666666666666728,2,"nan, nan, 33, 0",1,2,6,19,4,4
16,0.21645021645021648,8,0.0,0.6704850121434429,-0.07421875000000047,2,"nan, nan, 38, 0",1,2,6,22,4,3
17,0.4,5,0.0,2.296822990936529,-0.37499999999999867,2,"nan, nan, 15, 0",1,2,6,11,1,1
18,0.27941176470588236,8,0.0,0.19230935351503398,-0.16326530612244855,2,"nan, nan, 28, 0",1,2,6,17,3,2
19,0.358974358974359,7,0.0,0.8635493939533418,-0.34246575342465707,2,"nan, nan, 19, 0",1,2,6,13,2,2
20,0.26143790849673204,10,0.0,0.4545003594079571,-0.2578616352201245,2,"nan, nan, 29, 0",1,2,6,18,3,2
21,0.24836601307189543,10,0.0,0.44543037753152603,-0.42500000000000016,2,"nan, nan, 26, 0",1,2,6,18,2,2
22,0.27941176470588236,9,0.0,0.46709856089020185,-0.42176870748299256,2,"nan, nan, 28, 0",1,2,6,17,3,2
23,0.21343873517786563,10,0.0,0.5939353219218475,-0.02966101694915302,2,"nan, nan, 41, 0",1,2,6,23,5,4
24,0.18803418803418806,9,0.0,1.0116482453434799,-0.012269938650307385,2,"nan, nan, 53, 0",1,2,6,27,7,7
25,0.27941176470588236,9,0.0,0.46709856089020185,-0.42176870748299256,2,"nan, nan, 28, 0",1,2,6,17,3,2
26,0.3333333333333333,6,0.0,0.904417369564797,-0.4857142857142855,2,"nan, nan, 18, 0",1,2,6,13,1,1
27,0.21343873517786563,10,0.0,0.824301844752025,-0.02966101694915302,2,"nan, nan, 41, 0",1,2,6,23,5,5
28,0.27941176470588236,9,0.0,0.46709856089020185,-0.42176870748299256,2,"nan, nan, 28, 0",1,2,6,17,3,2
29,0.1976284584980237,10,0.0,0.38453388738448346,-0.359516616314199,2,"nan, nan, 38, 0",1,2,6,23,3,2
30,0.21343873517786563,10,0.0,0.6781489654631585,-0.14406779661017063,2,"nan, nan, 41, 0",1,2,6,23,5,4
31,0.21645021645021648,8,0.0,0.610242073072417,-0.07421875000000047,2,"nan, nan, 38, 0",1,2,6,22,4,3
32,0.18115942028985507,11,0.0,0.3524078570949456,-0.4124293785310733,2,"nan, nan, 36, 0",1,2,6,24,2,2
33,0.1976284584980237,12,0.0,0.46699451134786507,-0.6009852216748766,2,"nan, nan, 38, 0",1,2,8,23,3,2
34,0.358974358974359,7,0.0,0.8635493939533188,-0.34246575342465707,2,"nan, nan, 19, 0",1,2,6,13,2,2
35,0.27941176470588236,9,0.0,0.4670985608901628,-0.42176870748299256,2,"nan, nan, 28, 0",1,2,6,17,3,2
36,0.32967032967032966,7,0.0,0.9607374633040262,-0.363636363636363,2,"nan, nan, 21, 0",1,2,6,14,2,2
37,0.2647058823529412,11,0.0,0.48524022326521,-0.4257425742574251,2,"nan, nan, 23, 0",1,2,6,17,2,2
38,0.30476190476190473,9,0.0,0.5153552145084248,-0.28735632183908044,2,"nan, nan, 21, 0",1,2,6,15,2,2
39,0.30476190476190473,7,0.0,1.5552986699957234,-0.18518518518518517,2,"nan, nan, 22, 0",1,2,6,15,2,2
40,0.358974358974359,6,0.0,1.4937920334411263,-0.15068493150684958,2,"nan, nan, 19, 0",1,2,6,13,2,2
41,0.27941176470588236,9,0.0,0.46709856089020185,-0.42176870748299256,2,"nan, nan, 28, 0",1,2,6,17,3,2
42,0.358974358974359,7,0.0,0.8711870349814159,-0.555555555555556,2,"nan, nan, 20, 0",1,2,6,13,2,1
43,0.2573099415204678,8,0.0,0.3615500430319667,-0.06666666666666728,2,"nan, nan, 33, 0",1,2,6,19,4,3
44,0.27941176470588236,9,0.0,0.8933668366692196,-0.20634920634920678,2,"nan, nan, 27, 0",1,2,6,17,3,3
45,0.36363636363636365,7,0.0,0.5613657330309518,-0.4999999999999988,2,"nan, nan, 16, 0",1,2,6,12,1,1
46,0.21343873517786563,10,0.0,0.824301844752025,-0.02966101694915302,2,"nan, nan, 41, 0",1,2,6,23,5,5
47,0.21645021645021648,11,0.0,0.9641705471657094,-0.3671874999999995,2,"nan, nan, 38, 0",1,2,6,22,4,4
48,0.27941176470588236,9,0.0,0.6948290019939183,-0.3571428571428567,2,"nan, nan, 27, 0",1,2,6,17,3,3
49,0.23157894736842108,10,0.0,0.5688585991977781,-0.48076923076923084,2,"nan, nan, 32, 0",1,2,6,20,3,3
50,0.2833333333333333,7,0.0,1.012084837094159,-0.23188405797101516,2,"nan, nan, 24, 0",1,2,6,16,2,2
51,0.1846153846153846,9,0.0,0.9881415295006803,-0.046511627906977014,2,"nan, nan, 46, 0",1,2,6,26,5,5
52,0.1846153846153846,9,0.0,1.1047025671892214,-0.046511627906977014,2,"nan, nan, 46, 0",1,2,6,26,5,5
53,0.2456140350877193,10,0.0,0.39795171890034453,-0.4072164948453616,2,"nan, nan, 31, 0",1,2,6,19,3,2
54,0.2456140350877193,10,0.0,0.5707749775188837,-0.5154639175257747,2,"nan, nan, 31, 0",1,2,6,19,3,3
55,0.32967032967032966,7,0.0,1.2103321424388458,-0.212121212121212,2,"nan, nan, 21, 0",1,2,6,14,2,2
56,0.27941176470588236,9,0.0,0.6948290019939041,-0.3571428571428567,2,"nan, nan, 27, 0",1,2,6,17,3,3
57,0.20952380952380953,11,0.0,0.7324365974873199,-0.41365461847389723,2,"nan, nan, 31, 0",1,2,6,21,2,2
58,0.19333333333333333,10,0.0,0.656472186443164,-0.16358024691358514,2,"nan, nan, 45, 0",1,2,6,25,5,5
59,0.21343873517786563,9,0.0,0.6248815785745379,-0.02966101694915302,2,"nan, nan, 41, 0",1,2,6,23,5,4
60,0.23391812865497075,8,0.0,1.141423968949903,-0.3698630136986296,2,"nan, nan, 29, 0",1,2,6,19,2,2
61,0.27941176470588236,9,0.0,0.46709856089020185,-0.42176870748299256,2,"nan, nan, 28, 0",1,2,6,17,3,2
62,0.4,6,0.0,0.8979748202096687,-0.5277777777777761,2,"nan, nan, 15, 0",1,2,6,11,1,1
63,0.18972332015810275,15,0.0,0.006507847270651013,-0.5483870967741923,2,"nan, nan, 32, 0",1,2,6,23,2,0
64,0.23157894736842108,10,0.0,0.07697410035789787,-0.3333333333333333,2,"nan, nan, 33, 0",1,2,6,20,3,2
65,0.2833333333333333,7,0.0,1.1625468325568136,-0.35507246376811613,2,"nan, nan, 24, 0",1,2,6,16,2,2
66,0.2833333333333333,9,0.0,0.6405929068934348,-0.45299145299145416,2,"nan, nan, 23, 0",1,2,6,16,2,2
67,0.2421052631578947,7,0.0,0.5530329031918324,-0.029850746268658218,2,"nan, nan, 35, 0",1,2,6,20,4,3
68,0.21343873517786563,10,0.0,0.81118106208746,-0.02966101694915302,2,"nan, nan, 41, 0",1,2,6,23,5,5
69,0.2456140350877193,9,0.0,0.6521750481923458,-0.2989690721649495,2,"nan, nan, 31, 0",1,2,6,19,3,2
70,0.32967032967032966,7,0.0,0.734070271407699,-0.42241379310344745,2,"nan, nan, 22, 0",1,2,6,14,2,1
71,0.1846153846153846,9,0.0,1.0505927181542543,-0.046511627906977014,2,"nan, nan, 46, 0",1,2,6,26,5,5
72,0.3,8,0.0,0.5154216401595626,-0.2413793103448257,2,"nan, nan, 26, 0",1,2,6,16,3,2
73,0.2833333333333333,7,0.0,1.1203266189633094,-0.3076923076923093,2,"nan, nan, 23, 0",1,2,6,16,2,2
74,0.21343873517786563,10,0.0,0.02787953870623383,-0.14406779661017063,2,"nan, nan, 41, 0",1,2,6,23,5,4
75,0.24836601307189543,11,0.0,0.3921320328922171,-0.42500000000000016,2,"nan, nan, 26, 0",1,2,6,18,2,2
76,0.4444444444444444,5,0.0,2.0265038880901267,-0.37254901960784403,2,"nan, nan, 13, 0",1,2,6,10,1,1
77,0.2833333333333333,8,0.0,0.6955694855933441,-0.3076923076923093,2,"nan, nan, 23, 0",1,2,6,16,2,2
78,0.2833333333333333,9,0.0,0.6093492927997062,-0.3076923076923093,2,"nan, nan, 23, 0",1,2,6,16,2,2
79,0.27941176470588236,9,0.0,0.6948290019939041,-0.3571428571428567,2,"nan, nan, 27, 0",1,2,6,17,3,3
80,0.2573099415204678,7,0.0,0.1423462450040187,0.06666666666666597,2,"nan, nan, 33, 0",1,2,6,19,4,3
81,0.36363636363636365,6,0.0,0.7828692795925019,-0.4999999999999988,2,"nan, nan, 16, 0",1,2,6,12,1,1
82,0.18666666666666668,8,0.0,0.6027498537164391,-0.15702479338842842,2,"nan, nan, 43, 0",1,2,6,25,4,3
83,0.3,8,0.0,0.5154216401595502,-0.2413793103448257,2,"nan, nan, 26, 0",1,2,6,16,3,2
84,0.4,7,0.0,0.877460739508054,-0.35087719298245684,2,"nan, nan, 14, 0",1,2,6,11,1,1
85,0.21343873517786563,9,0.0,0.7547454045525246,-0.02966101694915302,2,"nan, nan, 41, 0",1,2,6,23,5,4
86,0.21343873517786563,10,0.0,0.8098173494739935,-0.14406779661017063,2,"nan, nan, 41, 0",1,2,6,23,5,4
87,0.3,8,0.0,0.6247238151446464,-0.2413793103448257,2,"nan, nan, 26, 0",1,2,6,16,3,2
88,0.36363636363636365,7,0.0,0.5613657330309465,-0.4999999999999988,2,"nan, nan, 16, 0",1,2,6,12,1,1
89,0.358974358974359,5,0.0,1.6569268074678174,-0.244444444444445,2,"nan, nan, 20, 0",1,2,6,13,2,1
90,0.21343873517786563,8,0.0,1.2221975141258987,0.0847457627118646,2,"nan, nan, 41, 0",1,2,6,23,5,5
91,0.19333333333333333,11,0.0,0.6528059310230709,-0.16358024691358514,2,"nan, nan, 45, 0",1,2,6,25,5,5
92,0.2573099415204678,9,0.0,1.0920754650889197,-0.2000000000000005,2,"nan, nan, 33, 0",1,2,6,19,4,4
93,0.21343873517786563,9,0.0,1.0675389636099908,0.0847457627118646,2,"nan, nan, 41, 0",1,2,6,23,5,5
94,0.2573099415204678,7,0.0,1.2394843240625608,-0.06666666666666728,2,"nan, nan, 33, 0",1,2,6,19,4,4
95,0.23391812865497075,8,0.0,0.6822943445443581,-0.3698630136986296,2,"nan, nan, 29, 0",1,2,6,19,2,2
96,0.18666666666666668,9,0.0,0.8344612079789382,-0.2341597796143234,2,"nan, nan, 43, 0",1,2,6,25,4,4
97,0.26143790849673204,10,0.0,0.45450035940798195,-0.2578616352201245,2,"nan, nan, 29, 0",1,2,6,18,3,2
98,0.358974358974359,6,0.0,1.4937920334411814,-0.15068493150684958,2,"nan, nan, 19, 0",1,2,6,13,2,2
99,0.3238095238095238,6,0.0,0.7011637647889,-0.12264150943396374,2,"nan, nan, 25, 0",1,2,6,15,3,2
100,0.2833333333333333,8,0.0,0.6327429244765721,-0.45299145299145416,2,"nan, nan, 23, 0",1,2,6,16,2,2
101,0.21343873517786563,9,0.0,1.0675389636100228,0.0847457627118646,2,"nan, nan, 41, 0",1,2,6,23,5,5
102,0.1723076923076923,10,0.0,0.3948903511591446,-0.37807606263981935,2,"nan, nan, 43, 0",1,2,6,26,3,2
103,0.2573099415204678,9,0.0,1.0920754650889108,-0.2000000000000005,2,"nan, nan, 33, 0",1,2,6,19,4,4
104,0.21343873517786563,8,0.0,1.2221975141259378,0.0847457627118646,2,"nan, nan, 41, 0",1,2,6,23,5,5
105,0.27941176470588236,7,0.0,1.273743282968507,-0.05555555555555563,2,"nan, nan, 27, 0",1,2,6,17,3,3
106,0.2421052631578947,8,0.0,1.104634273686731,-0.1442786069651763,2,"nan, nan, 35, 0",1,2,6,20,4,4
107,0.18666666666666668,8,0.0,0.6389084969299237,-0.2341597796143234,2,"nan, nan, 43, 0",1,2,6,25,4,3
108,0.2573099415204678,8,0.0,0.4887756183249259,0.06666666666666597,2,"nan, nan, 33, 0",1,2,6,19,4,3
109,0.17460317460317462,11,0.0,0.8569318880769146,-0.07788944723617931,2,"nan, nan, 52, 0",1,2,6,28,6,6
110,0.18115942028985507,9,0.0,0.8295424995399969,-0.3418079096045196,2,"nan, nan, 36, 0",1,2,6,24,2,2
111,0.4,7,0.0,0.8774607395080665,-0.35087719298245684,2,"nan, nan, 14, 0",1,2,6,11,1,1
112,0.3238095238095238,7,0.0,1.0783215023690644,-0.12264150943396374,2,"nan, nan, 25, 0",1,2,6,15,3,2
113,0.3333333333333333,6,0.0,0.904417369564797,-0.4857142857142855,2,"nan, nan, 18, 0",1,2,6,13,1,1
114,0.2833333333333333,9,0.0,0.6093492927997186,-0.3076923076923093,2,"nan, nan, 23, 0",1,2,6,16,2,2
115,0.3939393939393939,6,0.0,0.8794003982400262,-0.3787878787878788,2,"nan, nan, 18, 0",1,2,6,12,2,1
116,0.4444444444444444,6,0.0,1.0438173828016328,-0.5686274509803925,2,"nan, nan, 13, 0",1,2,6,10,1,1
117,0.20952380952380953,10,0.0,0.7195720152252303,-0.41365461847389723,2,"nan, nan, 31, 0",1,2,6,21,2,2
